cellID,radius,nematic_correlation,n_neighbors
243,0.7450003150820447,0.9959982214317474,1
255,0.7450003150820447,0.996037666625902,1
260,0.7450003150820447,0.9959982214317474,1
265,0.7450003150820447,0.996037666625902,1
523,0.7450003150820447,0.997294035211449,1
526,0.7450003150820447,0.997294035211449,1
559,0.7450003150820447,0.9982457102132558,1
585,0.7450003150820447,0.9982457102132558,1
617,0.7450003150820447,0.9996728496284409,1
618,0.7450003150820447,0.9999989074680025,1
619,0.7450003150820447,0.9999989074680025,1
620,0.7450003150820447,0.9505597224412553,1
621,0.7450003150820447,0.9505597224412553,1
637,0.7450003150820447,0.9996728496284409,1
812,0.7450003150820447,0.9944019243385087,1
818,0.7450003150820447,0.9944019243385087,1
820,0.7450003150820447,0.9986225111280609,1
828,0.7450003150820447,0.9999740284194021,1
832,0.7450003150820447,0.9999963179115194,1
833,0.7450003150820447,0.9986225111280609,1
838,0.7450003150820447,0.9999740284194021,1
842,0.7450003150820447,0.9999963179115194,1
859,0.7450003150820447,0.858101532205877,1
873,0.7450003150820447,0.858101532205877,1
1028,0.7450003150820447,0.9994403533645718,1
1041,0.7450003150820447,0.9994403533645718,1
1107,0.7450003150820447,0.9987588482304167,1
1114,0.7450003150820447,0.9987588482304167,1
1172,0.7450003150820447,0.9998890372245436,1
1179,0.7450003150820447,0.9998890372245436,1
1297,0.7450003150820447,0.9990603780510185,1
1309,0.7450003150820447,0.9990603780510185,1
1507,0.7450003150820447,0.9943611559336951,1
1525,0.7450003150820447,0.9943611559336951,1
1797,0.7450003150820447,0.9999867831511611,1
1812,0.7450003150820447,0.9993476686407495,2
1815,0.7450003150820447,0.998708554130338,1
1850,0.7450003150820447,0.96738315581914,1
1856,0.7450003150820447,0.96738315581914,1
1897,0.7450003150820447,0.980566266387573,1
1911,0.7450003150820447,0.980566266387573,1
1984,0.7450003150820447,0.9979820272049543,1
1996,0.7450003150820447,0.9979820272049543,1
76,0.8538853376497628,0.9991795775841611,1
90,0.8538853376497628,0.9991795775841611,1
230,0.8538853376497628,1.0,1
231,0.8538853376497628,0.95951286661,1
237,0.8538853376497628,1.0,1
238,0.8538853376497628,0.9900374150412894,1
240,0.8538853376497628,0.95951286661,1
243,0.8538853376497628,0.9959982214317474,1
255,0.8538853376497628,0.9930375408335956,2
260,0.8538853376497628,0.9959982214317474,1
265,0.8538853376497628,0.996037666625902,1
311,0.8538853376497628,0.9784286268409936,1
320,0.8538853376497628,0.9784286268409936,1
365,0.8538853376497628,0.9997345804513194,1
377,0.8538853376497628,0.9997345804513194,1
466,0.8538853376497628,0.9998103674047377,1
477,0.8538853376497628,0.9319564447563953,1
480,0.8538853376497628,0.9658834060805666,2
523,0.8538853376497628,0.997294035211449,1
526,0.8538853376497628,0.9969333470895315,2
539,0.8538853376497628,0.996572658967614,1
559,0.8538853376497628,0.9982457102132558,1
584,0.8538853376497628,0.9718112987769365,1
585,0.8538853376497628,0.9982457102132558,1
597,0.8538853376497628,0.9718112987769365,1
604,0.8538853376497628,0.9989046221641806,1
605,0.8538853376497628,0.9989046221641806,1
613,0.8538853376497628,0.9971364759129702,1
617,0.8538853376497628,0.9996728496284409,1
618,0.8538853376497628,0.9999989074680025,1
619,0.8538853376497628,0.9999989074680025,1
620,0.8538853376497628,0.9505597224412553,1
621,0.8538853376497628,0.9505597224412553,1
629,0.8538853376497628,0.9883357324036476,1
630,0.8538853376497628,0.9971364759129702,1
637,0.8538853376497628,0.9996728496284409,1
638,0.8538853376497628,0.999478315606124,1
639,0.8538853376497628,0.999478315606124,1
640,0.8538853376497628,0.9883357324036476,1
660,0.8538853376497628,0.7664233576642334,1
667,0.8538853376497628,0.7664233576642334,1
732,0.8538853376497628,0.9565918630295077,1
741,0.8538853376497628,0.9565918630295077,1
812,0.8538853376497628,0.9944019243385087,1
818,0.8538853376497628,0.9944019243385087,1
820,0.8538853376497628,0.9986225111280609,1
822,0.8538853376497628,0.9922539292780637,1
826,0.8538853376497628,0.9864949645050611,2
828,0.8538853376497628,0.9999740284194021,1
830,0.8538853376497628,0.9807359997320586,1
832,0.8538853376497628,0.9999963179115194,1
833,0.8538853376497628,0.9986225111280609,1
838,0.8538853376497628,0.9999740284194021,1
842,0.8538853376497628,0.9999963179115194,1
859,0.8538853376497628,0.858101532205877,1
873,0.8538853376497628,0.9263216517667479,2
882,0.8538853376497628,0.9945417713276186,1
904,0.8538853376497628,0.9630188679245283,1
911,0.8538853376497628,0.9630188679245283,1
920,0.8538853376497628,0.9902074423084158,2
930,0.8538853376497628,0.9880772611508035,1
938,0.8538853376497628,0.9923376234660282,1
961,0.8538853376497628,0.9990470018678763,1
980,0.8538853376497628,0.9990470018678763,1
1021,0.8538853376497628,0.9977044476327116,1
1026,0.8538853376497628,0.9961258418309642,1
1028,0.8538853376497628,0.9994403533645718,1
1036,0.8538853376497628,0.9977044476327116,1
1039,0.8538853376497628,0.9961258418309642,1
1041,0.8538853376497628,0.9994403533645718,1
1070,0.8538853376497628,0.9773709201351756,1
1090,0.8538853376497628,0.9773709201351756,1
1107,0.8538853376497628,0.9987588482304167,1
1114,0.8538853376497628,0.9987588482304167,1
1118,0.8538853376497628,0.9989647106025814,1
1119,0.8538853376497628,0.9933695869563146,1
1124,0.8538853376497628,0.996167148779448,2
1138,0.8538853376497628,1.0,1
1150,0.8538853376497628,1.0,1
1172,0.8538853376497628,0.9998890372245436,1
1173,0.8538853376497628,0.9597185332510919,1
1179,0.8538853376497628,0.9998890372245436,1
1189,0.8538853376497628,0.9597185332510919,1
1206,0.8538853376497628,0.9977044476327116,1
1218,0.8538853376497628,0.9309535150886828,1
1220,0.8538853376497628,0.9977044476327116,1
1231,0.8538853376497628,0.980959634424981,1
1235,0.8538853376497628,0.9309535150886828,1
1241,0.8538853376497628,0.980959634424981,1
1262,0.8538853376497628,0.999180976638481,1
1266,0.8538853376497628,0.9988488047783729,1
1267,0.8538853376497628,0.999180976638481,1
1270,0.8538853376497628,0.9988488047783729,1
1291,0.8538853376497628,0.99957901307409,1
1297,0.8538853376497628,0.9990603780510185,1
1309,0.8538853376497628,0.9990603780510185,1
1313,0.8538853376497628,0.99957901307409,1
1318,0.8538853376497628,0.9885637314891624,1
1329,0.8538853376497628,0.9999870660195136,1
1337,0.8538853376497628,0.9885637314891624,1
1348,0.8538853376497628,0.9999870660195136,1
1351,0.8538853376497628,0.9151387605906921,1
1354,0.8538853376497628,0.9151387605906921,1
1360,0.8538853376497628,0.9992160705536501,1
1376,0.8538853376497628,0.9992160705536501,1
1507,0.8538853376497628,0.9943611559336951,1
1525,0.8538853376497628,0.9943611559336951,1
1547,0.8538853376497628,0.9945346490900289,1
1560,0.8538853376497628,0.9972622405318722,1
1562,0.8538853376497628,0.9945346490900289,1
1570,0.8538853376497628,0.9972622405318722,1
1626,0.8538853376497628,0.9997337632563712,1
1646,0.8538853376497628,0.9997337632563712,1
1708,0.8538853376497628,0.9732826976591914,1
1733,0.8538853376497628,0.9732826976591914,1
1756,0.8538853376497628,0.9890258541983684,1
1771,0.8538853376497628,0.9890258541983684,1
1787,0.8538853376497628,0.9862068965517241,1
1797,0.8538853376497628,0.9999867831511611,1
1801,0.8538853376497628,0.9862068965517241,1
1812,0.8538853376497628,0.9993476686407495,2
1815,0.8538853376497628,0.998708554130338,1
1850,0.8538853376497628,0.96738315581914,1
1856,0.8538853376497628,0.96738315581914,1
1895,0.8538853376497628,0.9951797008663356,1
1897,0.8538853376497628,0.980566266387573,1
1898,0.8538853376497628,0.9951797008663356,1
1911,0.8538853376497628,0.980566266387573,1
1927,0.8538853376497628,0.9999977604235487,1
1931,0.8538853376497628,0.9999977604235487,1
1963,0.8538853376497628,0.9909743221563259,1
1981,0.8538853376497628,0.9909743221563259,1
1984,0.8538853376497628,0.9979820272049543,1
1990,0.8538853376497628,0.9775914310427877,1
1993,0.8538853376497628,0.9775914310427877,1
1996,0.8538853376497628,0.9979820272049543,1
2036,0.8538853376497628,0.9988349765220338,1
2051,0.8538853376497628,0.9988349765220338,1
2058,0.8538853376497628,0.9828456081167319,1
2075,0.8538853376497628,0.9828456081167319,1
39,0.9786843778354023,0.870466321243523,1
43,0.9786843778354023,0.7979154777280505,1
51,0.9786843778354023,0.870466321243523,1
54,0.9786843778354023,0.7979154777280505,1
76,0.9786843778354023,0.9991795775841611,1
90,0.9786843778354023,0.9991795775841611,1
101,0.9786843778354023,0.9817006529500494,1
106,0.9786843778354023,0.9726683503958802,1
110,0.9786843778354023,0.9978445121545564,1
115,0.9786843778354023,0.9817006529500494,1
118,0.9786843778354023,0.9577356714134401,1
124,0.9786843778354023,0.9978445121545564,1
126,0.9786843778354023,0.9726683503958802,1
127,0.9786843778354023,0.9577356714134401,1
128,0.9786843778354023,0.9965015332786248,1
135,0.9786843778354023,0.9965015332786248,1
143,0.9786843778354023,0.9870033620368655,1
148,0.9786843778354023,0.9504084205256272,1
150,0.9786843778354023,0.966845633729687,1
160,0.9786843778354023,0.9504084205256272,1
161,0.9786843778354023,0.9870033620368655,1
164,0.9786843778354023,0.966845633729687,1
210,0.9786843778354023,0.8626565471196697,1
216,0.9786843778354023,0.9591879229567934,1
222,0.9786843778354023,0.9312708847506526,2
223,0.9786843778354023,0.9591879229567934,1
230,0.9786843778354023,0.9999426111908178,2
231,0.9786843778354023,0.95951286661,1
237,0.9786843778354023,1.0,1
238,0.9786843778354023,0.9900374150412894,1
240,0.9786843778354023,0.95951286661,1
255,0.9786843778354023,0.9900374150412894,1
311,0.9786843778354023,0.9784286268409936,1
315,0.9786843778354023,0.966139020233338,1
320,0.9786843778354023,0.9784286268409936,1
321,0.9786843778354023,0.966139020233338,1
323,0.9786843778354023,0.9823570924488356,1
332,0.9786843778354023,0.9823570924488356,1
348,0.9786843778354023,0.9825073550346398,1
365,0.9786843778354023,0.9911209677429795,2
377,0.9786843778354023,0.9997345804513194,1
466,0.9786843778354023,0.9998103674047377,1
477,0.9786843778354023,0.9319564447563953,1
480,0.9786843778354023,0.9658834060805666,2
523,0.9786843778354023,0.997294035211449,1
526,0.9786843778354023,0.9969333470895315,2
539,0.9786843778354023,0.996572658967614,1
540,0.9786843778354023,0.9991091521346351,1
549,0.9786843778354023,0.9991091521346351,1
584,0.9786843778354023,0.9718112987769365,1
586,0.9786843778354023,0.9426039821302358,1
589,0.9786843778354023,0.9426039821302358,1
597,0.9786843778354023,0.9718112987769365,1
604,0.9786843778354023,0.9989046221641806,1
605,0.9786843778354023,0.9989046221641806,1
613,0.9786843778354023,0.9971364759129702,1
620,0.9786843778354023,0.9505597224412553,1
621,0.9786843778354023,0.9505597224412553,1
625,0.9786843778354023,0.9947262311992651,1
629,0.9786843778354023,0.9883357324036476,1
630,0.9786843778354023,0.9971364759129702,1
638,0.9786843778354023,0.999478315606124,1
639,0.9786843778354023,0.999478315606124,1
640,0.9786843778354023,0.9883357324036476,1
645,0.9786843778354023,0.9827862538645206,1
648,0.9786843778354023,0.9947262311992651,1
650,0.9786843778354023,0.9945973510481414,1
655,0.9786843778354023,0.9827862538645206,1
658,0.9786843778354023,0.9945973510481414,1
660,0.9786843778354023,0.7664233576642334,1
666,0.9786843778354023,0.9634888438133875,1
667,0.9786843778354023,0.7664233576642334,1
675,0.9786843778354023,0.9634888438133875,1
685,0.9786843778354023,0.8936577642509079,1
690,0.9786843778354023,0.8936577642509079,1
694,0.9786843778354023,0.9963104263584815,1
700,0.9786843778354023,0.9963104263584815,1
702,0.9786843778354023,0.9999172912897389,1
706,0.9786843778354023,0.9402367824802617,1
708,0.9786843778354023,0.9983371824480369,1
711,0.9786843778354023,0.9983371824480369,1
721,0.9786843778354023,0.9999172912897389,1
725,0.9786843778354023,0.9402367824802617,1
728,0.9786843778354023,0.9869935279795226,1
732,0.9786843778354023,0.9565918630295077,1
735,0.9786843778354023,0.8820447756575367,1
736,0.9786843778354023,0.9869935279795226,1
741,0.9786843778354023,0.9193183193435222,2
745,0.9786843778354023,0.9997659382742128,1
757,0.9786843778354023,0.9997659382742128,1
767,0.9786843778354023,0.9751846318636967,1
776,0.9786843778354023,0.9751846318636967,1
779,0.9786843778354023,0.8168917372396431,1
812,0.9786843778354023,0.8168917372396431,1
822,0.9786843778354023,0.9922539292780637,1
826,0.9786843778354023,0.9864949645050611,2
828,0.9786843778354023,0.9999740284194021,1
830,0.9786843778354023,0.9807359997320586,1
832,0.9786843778354023,0.9983331814097639,1
838,0.9786843778354023,0.9999740284194021,1
855,0.9786843778354023,0.8179882888744305,1
858,0.9786843778354023,0.9983331814097639,1
859,0.9786843778354023,0.858101532205877,1
861,0.9786843778354023,0.8179882888744305,1
873,0.9786843778354023,0.9263216517667479,2
882,0.9786843778354023,0.9945417713276186,1
904,0.9786843778354023,0.9630188679245283,1
911,0.9786843778354023,0.9630188679245283,1
920,0.9786843778354023,0.9902074423084158,2
930,0.9786843778354023,0.9880772611508035,1
938,0.9786843778354023,0.9923376234660282,1
953,0.9786843778354023,0.9966818319699782,1
959,0.9786843778354023,0.9786470576382377,2
961,0.9786843778354023,0.9990470018678763,1
966,0.9786843778354023,0.9606122833064972,1
976,0.9786843778354023,0.7597784542943048,1
980,0.9786843778354023,0.9990470018678763,1
988,0.9786843778354023,0.9990399574496377,1
998,0.9786843778354023,0.7597784542943048,1
1001,0.9786843778354023,0.9990399574496377,1
1014,0.9786843778354023,0.9851518485324976,1
1021,0.9786843778354023,0.9977044476327116,1
1025,0.9786843778354023,0.9643770034589996,1
1026,0.9786843778354023,0.9961258418309642,1
1028,0.9786843778354023,0.9994403533645718,1
